.trial,avg_customers
2086,126.44
2087,129.5
2088,124.03999999999999
2089,117.16
2090,117.24
2091,122.56
2092,129.52
2093,133.34
2094,127.88
2095,121.66
2096,123.04
2097,116.3
2098,125.86
2099,123.02
2100,125.3
2101,121.82
2102,122.58
2103,121.14
2104,121.3
2105,132.08
2106,128.76
2107,118.94
2108,121.36
2109,120.6
2110,129.68
2111,131.86
2112,129.9
2113,126.72
2114,127.82
2115,122.78
2116,115.34
2117,122.6
2118,122.4
2119,115.91999999999999
2120,127.56
2121,115.42
2122,121.32
2123,123.96
2124,124.9
2125,130.7
2126,130.92
2127,114.04
2128,119.02
2129,120.84
2130,133.28
2131,126.52
2132,125.28
2133,127.98
2134,122.72
2135,118.32
2136,133.48
2137,127.02
2138,133.2
2139,120.78
2140,123.66
2141,120.68
2142,121.92
2143,126.68
2144,121.34
2145,116.82
2146,123.52
2147,124.1
2148,130.08
2149,116.5
2150,126.68
2151,117.12
2152,124.24
2153,124.46000000000001
2154,120.42
2155,127.66
2156,132.92
2157,126.8
2158,122.1
2159,123.08
2160,118.28
2161,118.97999999999999
2162,113.88
2163,126.82
2164,130.4
2165,116.84
2166,132.14
2167,121.84
2168,120.3
2169,119.28
2170,123.44
2171,123.42
2172,124.18
2173,126.22
2174,125.6
2175,117.68
2176,128.18
2177,126.84
2178,129.22
2179,123.96000000000001
2180,127
2181,128.14
2182,117.26
2183,121.9
2184,132
2185,126.46000000000001
2186,123.6
2187,129.6
2188,111.22
2189,121.24
2190,122.24
2191,131.86
2192,112.34
2193,125.34
2194,128.84
2195,121.12
2196,114.6
2197,122.08
2198,130.24
2199,129.76
2200,130.46
2201,129.42
2202,126.62
2203,120.38
2204,123.4
2205,120.7
2206,119.28
2207,132.08
2208,120.78
2209,118.72
2210,123.16
2211,122.4
2212,118.02
2213,128.82
2214,128.08
2215,129.48
2216,122.42
2217,122.4
2218,114.28
2219,122.42
2220,116.26
2221,118.82
2222,124.56
2223,129.6
2224,125.48
2225,131.18
2226,128.12
2227,130.16
2228,123.44
2229,120.54
2230,119.54
2231,125.1
2232,121.98
2233,124.42
2234,123.88
2235,130.14
2236,127.3
2237,125.64
2238,119.66
2239,126.26
2240,125.46000000000001
2241,118.53999999999999
2242,130.6
2243,131.24
2244,122.92
2245,124.22
2246,121.76
2247,125.64
2248,130.12
2249,115.4
2250,131.7
2251,119.35999999999999
2252,122.12
2253,117.82
2254,125.16
2255,128.04
2256,123.64
2257,125.18
2258,126
2259,125.42
2260,123.58
2261,121.1
2262,123.12
2263,120.04
2264,119.3
2265,117.42
2266,134.4
2267,125.62
2268,124.53999999999999
2269,129.56
2270,126.48
2271,123.06
2272,129.74
2273,115.92
2274,122.16
2275,118.48
2276,116.86
2277,123.16
2278,124.7
2279,124.86
2280,120.22
2281,120.74
2282,117.6
2283,125.84
2284,122.78
2285,119.08
2286,123.74
2287,123.14
2288,119.46000000000001
2289,114.84
2290,120.6
2291,123.64
2292,127.2
2293,119.22
2294,123.5
2295,123.94
2296,124.94
2297,118.6
2298,125.28
2299,124.74
2300,132.88
2301,125.9
2302,128.48
2303,132.1
2304,125.72
2305,120.28
2306,126.14
2307,125.04
2308,124.62
2309,121.02
2310,134.12
2311,115.54
2312,128.64
2313,121.02
2314,122.66
2315,120.82
2316,131.32
2317,126.64
2318,119.56
2319,121.22
2320,128.4
2321,129.4
2322,128.26
2323,133.74
2324,126.14000000000001
2325,121.14
2326,125.94
2327,132.68
2328,119.34
2329,129.62
2330,125.06
2331,126.98
2332,131.36
2333,126.66
2334,120.44
2335,125.33999999999999
2336,123.1
2337,129.12
2338,121.22
2339,127.74
2340,131.64
2341,120.26
2342,132.32
2343,133.96
2344,129.86
2345,128.8
2346,124.78
2347,124.86
2348,134.72
2349,116.74
2350,128.68
2351,133.34
2352,126.8
2353,123.28
2354,123.4
2355,132.8
2356,114.02
2357,124.96000000000001
2358,125.98
2359,126.22
2360,120.78
2361,125.76
2362,126.7
2363,124.36
2364,120.03999999999999
2365,133.12
2366,131.28
2367,120.76
2368,122.48
2369,123.34
2370,124.28
2371,125.64
2372,126.04
2373,132.6
2374,128.8
2375,123.5
2376,128.4
2377,122.88
2378,132.06
2379,118.26
2380,122.52
2381,126.16
2382,123.8
2383,123.86
2384,127.38
2385,121.28
2386,121
2387,122.76
2388,136.18
2389,131.3
2390,125.24
2391,124.82
2392,127.98
2393,134.7
2394,121.9
2395,124.16
2396,124.32
2397,129.76
2398,120.8
2399,119.4
2400,123.48
2401,127.54
2402,125.58
2403,131.76
2404,137.02
2405,131.12
2406,118.14
2407,120.66
2408,127.86
2409,128.6
2410,126.82
2411,116.78
2412,123.16
2413,114.18
2414,135.7
2415,134.72
2416,130.1
2417,119.14
2418,131.56
2419,116.1
2420,122.04
2421,121.5
2422,121.1
2423,121
2424,122.64
2425,118.4
2426,120.52
2427,128.8
2428,127.62
2429,125.5
2430,126.24
2431,132.02
2432,126.64
2433,116.2
2434,122.42
2435,118
2436,121.12
2437,127.22
2438,130.66
2439,124.88
2440,122.22
2441,114.8
2442,131.64
2443,131.68
2444,116.32
2445,122.52000000000001
2446,120.26
2447,118.16
2448,117.48
2449,123.12
2450,118.98
2451,125.74
2452,130.74
2453,122.02
2454,128.58
2455,118.96
2456,127.76
2457,124.62
2458,121.88
2459,123.3
2460,120.92
2461,126.08
2462,130.16
2463,127.62
2464,117.16
2465,127.9
2466,123.36
2467,126.62
2468,117.66
2469,125.62
2470,116.62
2471,121.9
2472,122.88
2473,116.24
2474,136.38
2475,118.98
2476,121.32
2477,127.08000000000001
2478,122.14
2479,124.62
2480,129.66
2481,127.32
2482,134.46
2483,126.26
2484,122.12
2485,117.36
2486,125.26
2487,122.28
2488,122
2489,135.76
2490,121.24
2491,122.78
2492,130.52
2493,129.82
2494,124.36
2495,123.72
2496,130.8
2497,126.48
2498,119.7
2499,120.42
2500,123.84
2501,131.4
2502,125.76
2503,135.04
2504,125.9
2505,123.38
2506,125.78
2507,126.03999999999999
2508,117.06
2509,124.8
2510,121.28
2511,124.88
2512,134.88
2513,120.2
2514,126.58
2515,128.56
2516,119.28
2517,126.66
2518,125
2519,129.64
2520,125.8
2521,131.5
2522,133.28
2523,126.02000000000001
2524,127.94
2525,130.6
2526,119.72
2527,134.46
2528,123.2
2529,123.36
2530,131.3
2531,120.62
2532,122
2533,122.32
2534,127.96000000000001
2535,123.36
2536,131.18
2537,121.06
2538,128.32
2539,122.36
2540,127.86
2541,130.58
2542,120.44
2543,126.96000000000001
2544,124.84
2545,120.06
2546,127.58
2547,134.4
2548,127.76
2549,118.16
2550,129.08
2551,125.92
2552,131.78
2553,119.46
2554,129.86
2555,121.16
2556,123.32
2557,121.06
2558,125.82
2559,126.48
2560,126.22
2561,127.22
2562,135.24
2563,122.64
2564,127.53999999999999
2565,133.4
2566,118.78
2567,127.28
2568,117.36
2569,130.12
2570,124.02
2571,128.44
2572,130.64
2573,125.88
2574,123.14
2575,122.86
2576,131.36
2577,118.2
2578,128.76
2579,121.92
2580,121.53999999999999
2581,117.36
2582,122.56
2583,123.7
2584,118.82
2585,122.06
2586,128.6
2587,119.94
2588,127.34
2589,124.2
2590,119.72
2591,121.98
2592,126.3
2593,123.62
2594,111.3
2595,126.34
2596,127.2
2597,130.82
2598,128.16
2599,124.03999999999999
2600,124.94
2601,123.78
2602,133.3
2603,123.32
2604,125.82
2605,128.38
2606,127.22
2607,124.3
2608,118.76
2609,125.02
2610,125.68
2611,125.2
2612,125.35999999999999
2613,130.44
2614,126.8
2615,121
2616,114.9
2617,124.4
2618,122.02
2619,129.98
2620,121.74
2621,120.24
2622,122.8
2623,132.72
2624,133.78
2625,126.02000000000001
2626,125.36
2627,122.04
2628,118.76
2629,135.92
2630,121.12
2631,132.66
2632,119.98
2633,125.76
2634,129.86
2635,122.92
2636,123.8
2637,126.4
2638,119.48
2639,128.9
2640,126.6
2641,126.82
2642,124.16
2643,126.58
2644,127.84
2645,131.92
2646,119.96000000000001
2647,128.04
2648,126.97999999999999
2649,124.78
2650,122.84
2651,126.22
2652,127.76
2653,125.78
2654,126.56
2655,119.46000000000001
2656,123.62
2657,134.82
2658,121.02
2659,118.12
2660,123.24
2661,133.56
2662,126.3
2663,119.18
2664,122.76
2665,127.36
2666,126.52000000000001
2667,127.72
2668,120.28
2669,127.86
2670,129.7
2671,120.62
2672,119.53999999999999
2673,126.32
2674,122.62
2675,135.1
2676,126.88
2677,121.84
2678,130.14
2679,123.38
2680,120.44
2681,123.68
2682,126.38
2683,125.98
2684,123.18
2685,122.74
2686,130.3
2687,118.92
2688,121.88
2689,119.88
2690,119.72
2691,128.52
2692,124.46
2693,125.14
2694,119.72
2695,126.54
2696,124.62
2697,122.46
2698,123
2699,126.54
2700,130.34
2701,126.5
2702,137.94
2703,123.64
2704,115.14
2705,118.62
2706,119.72
2707,123.32
2708,123.42
2709,130.1
2710,130.12
2711,128.78
2712,124.4
2713,124
2714,118.54
2715,128.28
2716,129.68
2717,128.32
2718,122.7
2719,123.28
2720,117.24
2721,127
2722,121.82
2723,124.1
2724,117.82
2725,122.4
2726,122.92
2727,119.3
2728,114.26
2729,126.54
2730,128.66
2731,122.28
2732,117.03999999999999
2733,134.94
2734,116.24
2735,136.3
2736,124.5
2737,126.36
2738,129.44
2739,130.16
2740,124.66
2741,117.62
2742,114.96
2743,123.14
2744,120.16
2745,123.5
2746,121.82
2747,120.02
2748,118.72
2749,122.78
2750,128.12
2751,127.76
2752,120
2753,129.04
2754,128.4
2755,138.74
2756,128.52
2757,127.96000000000001
2758,124.47999999999999
2759,119.02
2760,121.8
2761,120.78
2762,125.98
2763,124.68
2764,136.48
2765,125.3
2766,123.08
2767,121.7
2768,126.34
2769,128.2
2770,128.64
2771,130.02
2772,124.68
2773,118.2
2774,126.24
2775,124.66
2776,128.18
2777,133.52
2778,120.9
2779,124.36
2780,129.36
2781,132.4
2782,121.8
2783,114.14
2784,121.42
2785,121.98
2786,127.48
2787,128.84
2788,122.42
2789,123.76
2790,125.4
2791,125.98
2792,124.1
2793,125.32
2794,120.44
2795,121.34
2796,125.18
2797,125.14
2798,117.94
2799,129.38
2800,119.34
2801,121.18
2802,138.2
2803,129.46
2804,124.1
2805,126.88
2806,122.74
2807,125.32
2808,131.14
2809,117.9
2810,121.16
2811,119.86
2812,117.56
2813,124.4
2814,120.06
2815,126.82
2816,118.24
2817,120.12
2818,116.18
2819,123.18
2820,122.12
2821,127.64000000000001
2822,123.12
2823,124.32
2824,142.32
2825,124.68
2826,127.48
2827,122.52
2828,124.92
2829,123.54
2830,130.44
2831,137.5
2832,125.98
2833,134.98
2834,125.52000000000001
2835,122.66
2836,123.03999999999999
2837,126.42
2838,119.66
2839,123.8
2840,125.42
2841,127.12
2842,129.46
2843,127.08
2844,118.32
2845,115.8
2846,120.24
2847,131.28
2848,131.46
2849,125.16
2850,121.68
2851,127.96000000000001
2852,119.2
2853,129.74
2854,126.76
2855,129.6
2856,125.08
2857,124.94
2858,111.58
2859,119.36
2860,125.58
2861,126.12
2862,120.94
2863,123.98
2864,133.12
2865,121.38
2866,120.86
2867,124.68
2868,120.62
2869,120.97999999999999
2870,131.32
2871,120.56
2872,120.5
2873,129.58
2874,121.76
2875,128.58
2876,128.16
2877,118.34
2878,128.14
2879,137.12
2880,123.92
2881,126.72
2882,119.41999999999999
2883,122.16
2884,129.9
2885,122.94
2886,118.28
2887,118.98
2888,122.94
2889,118.34
2890,123.18
2891,133.66
2892,127.24
2893,127.18
2894,130.12
2895,120.8
2896,125.32
2897,125.22
2898,120.82
2899,120.96000000000001
2900,127.8
2901,126.64
2902,126.97999999999999
2903,126.34
2904,119.84
2905,130.22
2906,133.68
2907,127.66
2908,120.06
2909,130.26
2910,122.4
2911,128.6
2912,128.42000000000002
2913,131.08
2914,125.72
2915,113.72
2916,116.86
2917,118.76
2918,127.7
2919,127.3
2920,117.38
2921,134.42
2922,120.68
2923,130.78
2924,124.28
2925,118.4
2926,124.98
2927,123.4
2928,119.46
2929,118.84
2930,133.36
2931,109.12
2932,127
2933,120.72
2934,123.72
2935,121
2936,131.14
2937,128.46
2938,122.82
2939,122.86
2940,130.18
2941,122.14
2942,124.06
2943,126.74
2944,120.1
2945,122.06
2946,124.32
2947,124.68
2948,121.64000000000001
2949,119.54
2950,123.18
2951,125.02
2952,124.1
2953,117.22
2954,123.06
2955,128.18
2956,126.96000000000001
2957,122.42
2958,125.52000000000001
2959,128.24
2960,122.78
2961,131.2
2962,128.68
2963,121.46
2964,124.08
2965,128.12
2966,120.96000000000001
2967,119.88
2968,124.22
2969,130.54
2970,123.08
2971,121.08
2972,127.24
2973,121.54
2974,129.7
2975,111.5
2976,119.62
2977,122.74
2978,121.44
2979,128.88
2980,128.1
2981,116.86
2982,114.14
2983,131.7
2984,125.1
2985,122.5
2986,136.12
2987,128.44
2988,126.16
2989,129.64
2990,132.42
2991,115.78
2992,128.1
2993,128.92
2994,123.26
2995,126.44
2996,126.28
2997,122.96
2998,126.9
2999,118.08
3000,128.08
3001,119.64
3002,127.24
3003,115.4
3004,125.62
3005,119.47999999999999
3006,121.06
3007,121.8
3008,127.18
3009,125.4
3010,128.54
3011,134.72
3012,122.8
3013,125.46000000000001
3014,125.12
3015,122.22
3016,131.28
3017,127.02
3018,114
3019,126.82
3020,117.88
3021,121.72
3022,126.94
3023,132.16
3024,120.92
3025,125.74
3026,121.96
3027,123.14
3028,118.16
3029,125.72
3030,121.88
3031,129.78
3032,125.68
3033,118.78
3034,128.46
3035,124.66000000000001
3036,119.02000000000001
3037,125.08000000000001
3038,124.22
3039,131.98
3040,123.14
3041,124.3
3042,127.32
3043,124.46
3044,124.36
3045,125.68
3046,126.34
3047,124.26
3048,123.7
3049,125.12
3050,113.32
3051,126.5
3052,124.4
3053,135.88
3054,122.34
3055,127.78
3056,122.52000000000001
3057,131.7
3058,116.92
3059,120.1
3060,122.02
3061,125.8
3062,120.74
3063,122.12
3064,128
3065,122.53999999999999
3066,134.28
3067,122.68
3068,141.88
3069,133.36
3070,119.48
3071,126.98
3072,124.24
3073,122.76
3074,126.64
3075,122.08
3076,128.16
3077,118.7
3078,123.29999999999998
3079,129.74
3080,118.04
3081,132.7
3082,123.08
3083,126.54
3084,127.5
3085,118.26
3086,123.74
3087,121.62
3088,128.72
3089,122.66
3090,130.1
3091,132.62
3092,123.66000000000001
3093,120.58
3094,121.5
3095,125.6
3096,120.94
3097,132
3098,125.42
3099,122.88
3100,129.94
3101,123.78
3102,130.38
3103,117.86
3104,124.32
3105,122.41999999999999
3106,126.86
3107,127.9
3108,134.62
3109,120.76
3110,128.1
3111,117.24
3112,124.3
3113,119.48
3114,131.94
3115,116.28
3116,125.46
3117,127.18
3118,122.1
3119,117.98
3120,120.96000000000001
3121,120.78
3122,117.2
3123,127.12
3124,122.6
3125,123.48
3126,131.8
3127,120.9
3128,127.06
3129,129.98
3130,118.36
3131,124.58
3132,126.8
3133,128.5
3134,115.9
3135,120.6
3136,119.34
3137,122.28
3138,122.26
3139,129.18
3140,124.44
3141,121.2
3142,127.74
3143,124.42
3144,120.96
3145,124.38
3146,115.66
3147,124.4
3148,124.66
3149,120.3
3150,126.14
3151,121.58
3152,120.66
3153,126.42
3154,127.46000000000001
3155,125.46
3156,114.58
3157,123.26
3158,122.34
3159,118.86
3160,122.58
3161,126.5
3162,125.94
3163,120.64
3164,114.02
3165,137.06
3166,133.94
3167,124.5
3168,130.82
3169,115.62
3170,126.04
3171,118
3172,120.48
3173,125.26
3174,128.28
3175,120.62
3176,122.48
3177,118.74
3178,133.82
3179,119.97999999999999
3180,122.03999999999999
3181,130.42000000000002
3182,122.42
3183,123.5
3184,128.78
3185,120.92
3186,128.58
3187,132.42
3188,130.06
3189,130.82
3190,122.78
3191,123.04
3192,126.72
3193,123.74
3194,119.92
3195,130.98
3196,130.54
3197,129.78
3198,124.28
3199,125.44
3200,122.26
3201,120.4
3202,123.06
3203,129.56
3204,130.28
3205,119.76
3206,138.68
3207,120.91999999999999
3208,121.52
3209,118.96000000000001
3210,115.02
3211,129.8
3212,130.42000000000002
3213,137.12
3214,121.26
3215,118.82
3216,126.52
3217,123.72
3218,123.2
3219,119.76
3220,123.74
3221,127.24
3222,129.24
3223,120.86
3224,117.4
3225,118.16
3226,132.36
3227,121.8
3228,118.24
3229,116.94
3230,132.86
3231,117.38
3232,127.24
3233,116.1
3234,123.72
3235,126.68
3236,128
3237,121.22
3238,133.24
3239,124.8
3240,126.8
3241,123.41999999999999
3242,124.97999999999999
3243,123.86
3244,116.06
3245,124
3246,125.62
3247,124.76
3248,128.58
3249,122.68
3250,128.66
3251,126.62
3252,129.4
3253,130
3254,123.8
3255,126.76
3256,130.26
3257,129.38
3258,119.12
3259,127.56
3260,124.58
3261,130.78
3262,134.5
3263,122.82
3264,118.16
3265,130.62
3266,125.14
3267,124.18
3268,119.44
3269,122.92
3270,120.26
3271,116.58
3272,125.56
3273,113.14
3274,125.1
3275,125.5
3276,120.84
3277,116.12
3278,125.58
3279,116.98
3280,131.08
3281,123.38
3282,118.14
3283,119.18
3284,128.96
3285,119
3286,118.88
3287,133.02
3288,120.52
3289,130.04
3290,116.02
3291,114.4
3292,117.48
3293,123.38
3294,134.64
3295,124.32
3296,125.7
3297,126.4
3298,114.22
3299,125.5
3300,124.12
3301,132.16
3302,128.46
3303,123.92
3304,123.98
3305,119.94
3306,121.74
3307,123.12
3308,123.54
3309,120.9
3310,121.3
3311,118.26
3312,114.78
3313,125.16
3314,125.2
3315,117.24
3316,129.1
3317,121.86
3318,120.34
3319,124.84
3320,116.82
3321,127.2
3322,124.82
3323,124.1
3324,121.96
3325,123.58
3326,124.68
3327,119.72
3328,126.7
3329,118.68
3330,128.48
3331,128.74
3332,129.56
3333,131.04
3334,115.86
3335,130.42
3336,125.82
3337,116.36
3338,123.53999999999999
3339,129.02
3340,120.48
3341,118.06
3342,123.26
3343,130.32
3344,118.08
3345,123.28
3346,121.46
3347,122.22
3348,129.36
3349,122.9
3350,124.66
3351,122.58
3352,122.33999999999999
3353,130.12
3354,128.52
3355,134.64
3356,127.58
3357,128.52
3358,122.18
3359,124.62
3360,123.34
3361,133.48
3362,128.12
3363,126.18
3364,129.2
3365,130.96
3366,123.32
3367,119.66
3368,121.7
3369,121.74
3370,132.04
3371,126.86
3372,126.32
3373,125.84
3374,123.64
3375,126.18
3376,130.08
3377,128.04
3378,128.6
3379,120.8
3380,118.48
3381,124.14
3382,119.78
3383,121.12
3384,120.24
3385,132.72
3386,135.34
3387,119.06
3388,123.36
3389,124.97999999999999
3390,119.98
3391,125.32
3392,122.82
3393,122.46000000000001
3394,128.72
3395,123.94
3396,124.86
3397,124
3398,128.82
3399,124.1
3400,116.03999999999999
3401,122.14
3402,121.78
3403,119.38
3404,125.3
3405,126.44
3406,123.03999999999999
3407,117.72
3408,123.16
3409,131.68
3410,123.78
3411,118.54
3412,128.8
3413,118.12
3414,124.94
3415,136.66
3416,121.94
3417,128.16
3418,129.64
3419,121.86
3420,122.56
3421,126.56
3422,129.78
3423,127.52
3424,124.96000000000001
3425,117.58
3426,131.44
3427,120.64
3428,125.04
3429,132.46
3430,122.18
3431,121.6
3432,132.6
3433,125.96000000000001
3434,120.4
3435,127.7
3436,117.94
3437,116.24
3438,126.58
3439,121.38
3440,120.94
3441,131.1
3442,123.92
3443,122.08
3444,128.92
3445,119.18
3446,124.38
3447,124.78
3448,122.58
3449,127.98
3450,125.22
3451,126.06
3452,122.28
3453,122.24
3454,120.96000000000001
3455,122.18
3456,118.86
3457,119.1
3458,127.88
3459,124.8
3460,127.26
3461,127.26
3462,128.18
3463,132.1
3464,119.86
3465,115.58
3466,122.12
3467,120.5
3468,124.08000000000001
3469,121.32
3470,118.54
3471,127.36
3472,126.06
3473,136.64
3474,119.46000000000001
3475,128.5
3476,121.68
3477,123.8
3478,119.06
3479,131.42
3480,123.22
3481,126.22
3482,117.14
3483,125.2
3484,126.16
3485,126.96000000000001
3486,123.47999999999999
3487,129.78
3488,124.28
3489,120.66
3490,121.56
3491,122.18
3492,126.82
3493,128.38
3494,133.32
3495,125.88
3496,125.14
3497,126.3
3498,126.38
3499,119.68
3500,122.2
3501,120.52000000000001
3502,124.64000000000001
3503,124.16
3504,122.88
3505,125.58
3506,126
3507,128.76
3508,120.56
3509,126.46000000000001
3510,118.32
3511,114.74
3512,124.48
3513,118.62
3514,124.96000000000001
3515,121.02000000000001
3516,119.72
3517,122.6
3518,118.66
3519,124.98
3520,126.86
3521,124.03999999999999
3522,115.3
3523,126.06
3524,124.5
3525,124.9
3526,125.94
3527,130.98
3528,124.08
3529,116.24
3530,127.44
3531,132
3532,128.36
3533,116.52
3534,116.62
3535,126.72
3536,132.88
3537,122.84
3538,122.42
3539,116.5
3540,133.72
3541,122.46
3542,116.54
3543,132.84
3544,125.47999999999999
3545,126.66
3546,118.18
3547,131.98
3548,125.36
3549,121.58000000000001
3550,130.04
3551,127.68
3552,128.06
3553,119.08000000000001
3554,119.62
3555,125.4
3556,127.72
3557,130.98
3558,121.26
3559,125.46
3560,126.94
3561,124.02
3562,132.18
3563,121.3
3564,122.7
3565,122.94
3566,126.44
3567,123.48
3568,118.56
3569,120.86
3570,118.76
3571,124.74
3572,120.42
3573,127.82
3574,131.02
3575,122.03999999999999
3576,125.18
3577,114.18
3578,126.68
3579,116.94
3580,126.54
3581,127.44
3582,126.1
3583,112.64
3584,122.38
3585,121.66
3586,115.82
3587,122.76
3588,128.32
3589,130.2
3590,130.78
3591,121.91999999999999
3592,122.32
3593,135.76
3594,122.26
3595,123.46000000000001
3596,121.28
3597,123.34
3598,119.04
3599,111
3600,120.86
3601,120.84
3602,125.8
3603,119.54
3604,124.58
3605,127.76
3606,123.08
3607,127.14
3608,124.68
3609,124.8
3610,131.08
3611,120.94
3612,118.3
3613,128.7
3614,127.22
3615,119.8
3616,122.46000000000001
3617,123.26
3618,128.3
3619,122.92
3620,118.84
3621,125.41999999999999
3622,131.56
3623,129.82
3624,119.86
3625,129.14
3626,116.04
3627,115.98
3628,116.22
3629,116.22
3630,122.86
3631,126.42
3632,123.24
3633,114.56
3634,126.88
3635,130.04
3636,122.1
3637,126.68
3638,116.74
3639,127.12
3640,108.06
3641,126.14
3642,137.58
3643,127.74
3644,116.68
3645,117.26
3646,138.7
3647,126.46000000000001
3648,119.84
3649,130.66
3650,130.72
3651,132.96
3652,119.78
3653,121.84
3654,122.72
3655,124.12
3656,118.84
3657,131.7
3658,125.2
3659,132.56
3660,126.28
3661,128.46
3662,128.26
3663,126.64
3664,119.38
3665,133
3666,128.38
3667,120.52
3668,125.56
3669,126.92
3670,129.4
3671,121.14
3672,118.68
3673,127.62
3674,120.86
3675,124.84
3676,132.96
3677,131.68
3678,131.86
3679,115.47999999999999
3680,125.22
3681,127.08
3682,127.88
3683,125.6
3684,125.7
3685,127.38
3686,130.8
3687,131.74
3688,120.62
3689,123.8
3690,128.12
3691,133.48
3692,122.4
3693,129.98
3694,116.44
3695,133.86
3696,124.72
3697,127.38
3698,126.84
3699,123.74
3700,124.72
3701,125.4
3702,120.42
3703,120.42
3704,125.7
3705,126.6
3706,126.34
3707,123.42
3708,112.08
3709,124.24
3710,124.4
3711,121.8
3712,123.76
3713,124.66
3714,123.34
3715,122.52
3716,119.06
3717,127.36
3718,121.94
3719,122.88
3720,121.5
3721,121.58
3722,125.88
3723,130.57999999999998
3724,117.84
3725,126.18
3726,125.3
3727,111.58
3728,126.5
3729,126.84
3730,122.22
3731,137.28
3732,123.06
3733,121.74
3734,120.36
3735,118.86
3736,127.06
3737,123.66
3738,132.62
3739,126.96
3740,114.66
3741,122.08
3742,129.1
3743,123.94
3744,129.12
3745,118.82
3746,116.2
3747,129.76
3748,123.5
3749,129.9
3750,125.5
3751,127.96000000000001
3752,119.8
3753,129.68
3754,130.32
3755,116.7
3756,121.48
3757,123.38
3758,122.2
3759,119.08
3760,134.48
3761,125.86
3762,121.2
3763,119.78
3764,133.58
3765,121.62
3766,123.1
3767,129.02
3768,118.16
3769,127.26
3770,121
3771,122.36
3772,122.78
3773,125.26
3774,119.64
3775,116.78
3776,131.6
3777,126.24
3778,122.08
3779,124.86
3780,131.1
3781,131.88
3782,124.68
3783,120.08
3784,125.78
3785,131.74
3786,122.1
3787,129.12
3788,125.64000000000001
3789,115.04
3790,123.46000000000001
3791,127.26
3792,120.7
3793,127.84
3794,127.56
3795,118.1
3796,126.2
3797,116.28
3798,125.12
3799,129.02
3800,125.56
3801,124.88
3802,117.52
3803,115.6
3804,123.24
3805,125.72
3806,130.62
3807,138.42
3808,125.08
3809,117.34
3810,130.58
3811,122.9
3812,117.46
3813,117.16
3814,129.46
3815,124.48
3816,128.68
3817,130.4
3818,115.78
3819,122.68
3820,123.8
3821,130.18
3822,115.64
3823,127.97999999999999
3824,116.5
3825,129
3826,124.78000000000002
3827,131.28
3828,127.68
3829,124.8
3830,120.2
3831,121.6
3832,115.34
3833,118.14
3834,120.62
3835,124.7
3836,124.16
3837,119.52
3838,123.26
3839,133.4
3840,121.74
3841,124.56
3842,123.03999999999999
3843,121.66
3844,124.56
3845,130.54
3846,130.2
3847,124.56
3848,124.06
3849,123.36
3850,126.4
3851,114.7
3852,122.22
3853,127.85999999999999
3854,119.92
3855,134.7
3856,118.03999999999999
3857,124.88
3858,121.74
3859,129.86
3860,129.58
3861,125.2
3862,123.8
3863,117.02
3864,123.44
3865,131.78
3866,114.12
3867,127.7
3868,123.82
3869,126.44
3870,128.04
3871,124.14
3872,130.72
3873,120.44
3874,116.92
3875,117.6
3876,123.82
3877,125.32
3878,129.1
3879,122.74
3880,119.44
3881,122.74
3882,135.82
3883,123.58
3884,127.16
3885,123
3886,123.14
3887,115.22
3888,123.12
3889,129.82
3890,125.62
3891,122.5
3892,124.9
3893,129.4
3894,130.04
3895,113.06
3896,127.6
3897,123.48
3898,125.88
3899,121.86
3900,123.38
3901,121.44
3902,116
3903,135.28
3904,124.38
3905,126.42
3906,135.1
3907,120.38
3908,124.54
3909,128.28
3910,120.16
3911,126.42
3912,125.32
3913,129.26
3914,120.14
3915,115.82
3916,126.32
3917,120.47999999999999
3918,118.36
3919,117.34
3920,125.5
3921,127.04
3922,127.53999999999999
3923,131.74
3924,126.03999999999999
3925,124.8
3926,127.96
3927,128.4
3928,125.76
3929,130.7
3930,130.38
3931,126.2
3932,122.86
3933,123.32
3934,126.6
3935,130.46
3936,119.7
3937,130.62
3938,127.42
3939,133.3
3940,124.66
3941,130.4
3942,133.24
3943,121.96
3944,128.26
3945,114.2
3946,121.92
3947,131.96
3948,120.98
3949,124.96000000000001
3950,114.46
3951,117.76
3952,125.8
3953,129.98
3954,125.98
3955,131.62
3956,120.26
3957,125.66
3958,123.26
3959,121.78
3960,130.74
3961,126.28
3962,125.86
3963,117.26
3964,127.82
3965,127.97999999999999
3966,126.78
3967,129.64
3968,116.86
3969,125.4
3970,126.46
3971,127.48
3972,116.08
3973,131.3
3974,125.38
3975,130.06
3976,126.1
3977,122.08
3978,128.06
3979,127.52
3980,122.9
3981,124.84
3982,126.24
3983,125.88
3984,126.44
3985,121.78
3986,127.64
3987,126.9
3988,123.56
3989,127.02000000000001
3990,125.6
3991,127.04
3992,122.84
3993,123.92
3994,123.46000000000001
3995,117.74
3996,123.38
3997,127.9
3998,116.6
3999,122.14
4000,119.06
4001,122.48
4002,121.38
4003,128.12
4004,121.64000000000001
4005,122.08
4006,121.16
4007,124.9
4008,122.14
4009,123.86
4010,119.76
4011,126.86
4012,129.2
4013,124.42
4014,119.3
4015,126.82
4016,121.06
4017,120.74
4018,122.9
4019,125.08
4020,117.84
4021,124.53999999999999
4022,127.46
4023,123.02000000000001
4024,130.64
4025,125.03999999999999
4026,126.76
